Date,Service Category,Program Area,Program Type,Provider,Program Site Name,Borough,Street Address,City,State,Postcode,Latitude,Longitude,Community Board,Community Name,Council District,Census Tract 2010,NDA,NTA,BIN,BBL,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
06/01/2019,Community Services,Compass,COMPASS Middle School,South Asian Youth Action SAYA Inc,Our World Neighborhood Charter School,Queens,36-12 35 AVENUE,QUEENS,NY,11106,40.75616,-73.92432,NULL,NULL,Council District 26 Queens,57,NULL,QN70,4436895,4006400024,POINT (-73.92432 40.75616),16863,39,3,33,72
06/01/2019,Community Services,Compass,COMPASS Elementary,Community Association of Progressive Dominicans Inc,P.S. 048 P.O. Michael J. Buczek,Manhattan,4360-78 BROADWAY,MANHATTAN,NY,10033,40.85347,-73.93405,NULL,NULL,Council District 10 Manhattan,271,NULL,MN35,1076752,1021670029,POINT (-73.93405 40.85347),13091,47,4,39,22
06/01/2019,Community Services,CSBG,Housing,Brooklyn Legal Services Inc,Brooklyn Legal Services,Brooklyn,1360 FULTON STREET,brooklyn,NY,11216,40.68019,-73.94593,Brooklyn CD 003,Crown Heights North,Council District 036 Brooklyn,247,Brooklyn Neighborhood Development Area 008,BK61,3329709,3018620001,POINT (-73.94593 40.68019),17618,69,2,49,51
06/01/2019,Community Services,CSBG,Housing,Northern Manhattan Improvement Corporation,NMIC,Manhattan,111 Centre Street,Manhattan,NY,10013,40.71632,-74.00128,Manhattan CD 001,SoHo-TriBeCa-Civic Center-Little Italy,Council District 001 Manhattan,31,NDA Not-defined,MN24,1001833,1001690010,POINT (-74.00128 40.71632),12076,56,4,32,2
06/01/2019,Community Services,CSBG,Opportunity Youth Support,Italian American Civil Rights League Canarsie Inc,Italian American Civil Rights League,Brooklyn,1460 Pennsylvania Avenue,Brooklyn,NY,11239,40.64607,-73.87979,Brooklyn CD 005,Starrett City,Council District 042 Brooklyn,105804,Brooklyn Neighborhood Development Area 005,BK93,3340241,3044520020,POINT (-73.87979 40.64607),13830,45,2,25,47
06/01/2019,Community Services,Beacon,Beacon,"Sesame Flyers International, Inc.",East Flatbush Community Research School,Brooklyn,905 WINTHROP STREET,BROOKLYN,NY,11203,40.65868,-73.92868,NULL,NULL,NULL,,NULL,NULL,3099733,3046060025,POINT (-73.92868 40.65868),16866,61,2,17,40
06/01/2019,Community Services,Discretionary,"Discretionary Under $25,000","Biobus, Inc",Biobus,Manhattan,1361 Amsterdam Avenue,New York,NY,10027,40.81422,-73.95564,109,NULL,7,21303,9,MN06,1081781,1019670040,POINT (-73.95564 40.81422),12424,37,4,23,17
06/01/2019,Community Services,Compass,COMPASS Explore,Working In Support of Education,James Madison High School,Brooklyn,3787 BEDFORD AVENUE,BROOKLYN,NY,11229,40.60991,-73.94851,NULL,NULL,Council District 48 Brooklyn,642,NULL,BK44,3182721,3067880001,POINT (-73.94851 40.60991),13512,32,2,15,36
06/01/2019,Community Services,CSBG,NDA Healthy Families,"Phipps Neighborhoods, Inc.",Phipps Neighborhoods Opportunity Center at Melrose,Bronx,3125 Third Avenue,Bronx,NY,10451,40.82196,-73.91188,Bronx CD 001,Melrose South-Mott Haven North,Council District 017 Bronx,69,Bronx Neighborhood Development Area 001,BX34,2000000,2023800051,POINT (-73.91188 40.821960000000004),10929,49,5,43,23
06/01/2019,Community Services,Compass,COMPASS Elementary,New York City Mission Society,P.S. 033 Timothy Dwight,Bronx,2424 JEROME AVENUE,BRONX,NY,10468,40.86185,-73.90176,NULL,NULL,Council District 14 Bronx,239,NULL,BX40,2014099,2031880020,POINT (-73.90176 40.86185),11606,6,5,29,29
06/01/2019,Community Services,Discretionary,"Discretionary Under $25,000",Bay Improvement Group Inc.,"Bay Improvement Group, Inc.",Manhattan,845 3 Avenue,New York,NY,10022,40.75669,-73.97013,106,NULL,4,98,0,MN19,1038464,1013250001,POINT (-73.97013 40.75669),12419,71,4,51,9
06/01/2019,Community Services,Compass,COMPASS Middle School,"Aspira of New York, Inc.",P.S. 5 Port Morris,Bronx,564 JACKSON AVENUE,BRONX,NY,10455,40.81373,-73.90889,NULL,NULL,Council District 08 Bronx,73,NULL,BX34,2004548,2026420001,POINT (-73.90889 40.81373),10933,49,5,35,23
06/01/2019,Community Services,CSBG,High School,"East Side House, Inc.",High School for Excellence and Innovation,Manhattan,650 Academy Street,New York,NY,10034,40.86605,-73.92483,Manhattan CD 012,Marble Hill-Inwood,Council District 010 Manhattan,291,Manhattan Neighborhood Development Area 012,MN01,1076776,1022330020,POINT (-73.92483 40.86605),13098,47,4,39,22
06/01/2019,Community Services,Compass,COMPASS Middle School,"Global Kids, Inc.",P.S. 109,Brooklyn,1001 EAST 45 STREET,BROOKLYN,NY,11203,40.63645,-73.93358,NULL,NULL,Council District 45 Brooklyn,836,NULL,BK91,3114526,3050220002,POINT (-73.93358 40.63645),16866,61,2,26,40
06/01/2019,Community Services,Compass,COMPASS Middle School,Madison Square Boys & Girls Club,Columbus Clubhouse,Bronx,543 EAST 189 STREET,NULL,NY,10458,40.85837,-73.8879,NULL,NULL,Council District 15 Bronx,387,NULL,BX06,2011814,2030590048,POINT (-73.8879 40.85837),10936,35,5,22,31
06/01/2019,Community Services,Cornerstone,Cornerstone,Sunnyside Community Services Inc,Woodside - Sunnyside,Queens,50-19 Broadway,Queens,NY,11377,40.75497,-73.91047,NULL,NULL,Council District 26 Queens,163,NULL,QN70,4431001,4007380050,POINT (-73.91047 40.75497),14787,39,3,33,72
06/01/2019,Educational Services,Compass,COMPASS Middle School,Al-Madinah School Inc.,Al Madinah School,Brooklyn,383 3 AVENUE,BROOKLYN,NY,11215,40.67367,-73.98916,NULL,NULL,Council District 39 Brooklyn,119,NULL,BK37,3338558,3009800001,POINT (-73.98916 40.67367),17617,14,2,27,50
06/01/2019,Community Services,Compass,COMPASS Middle School,"Sheltering Arms Children and Family Services, Inc.",Urban Assembly Academy for Future Leaders,Manhattan,509 WEST 129 STREET,MANHATTAN,NY,10027,40.81526,-73.95533,NULL,NULL,Council District 07 Manhattan,219,NULL,MN06,1059723,1019840033,POINT (-73.95533 40.81526),12424,37,4,23,17
06/01/2019,Community Services,Compass,COMPASS Middle School,Play Study Win Inc,Inwood Academy for Leadership Charter School,Manhattan,108 COOPER STREET,MANHATTAN,NY,10034,40.86882,-73.92084,NULL,NULL,Council District 10 Manhattan,303,NULL,MN01,1077394,1022420019,POINT (-73.92084 40.86882),13092,47,4,39,22
06/01/2019,Community Services,Compass,COMPASS Middle School,"Sports and Arts In Schools Foundation, Inc.",P.S. 180 Hugo Newman,Manhattan,370 WEST 120 STREET,MANHATTAN,NY,10027,40.80761,-73.95584,NULL,NULL,NULL,,NULL,NULL,1059111,1019460001,POINT (-73.95584 40.80761),12424,18,4,36,18
06/01/2019,Community Services,Compass,COMPASS Middle School,NIA Community Services Network Inc,P.S. 192 - The Magnet School for Math and Science Inquiry,Brooklyn,4715 18 AVENUE,BROOKLYN,NY,11204,40.6293,-73.97999,NULL,NULL,Council District 44 Brooklyn,476,NULL,BK88,3128909,3054450001,POINT (-73.97999 40.6293),16867,2,2,18,39
06/01/2019,Community Services,Compass,COMPASS Middle School,Purelements: An Evolution in Dance Inc,Mott Hall Bridges Academy,Brooklyn,210 CHESTER STREET,BROOKLYN,NY,11212,40.66654,-73.9109,NULL,NULL,Council District 41 Brooklyn,924,NULL,BK81,3081442,3035420001,POINT (-73.9109 40.66654),17614,55,2,17,46
06/01/2019,Community Services,Compass,COMPASS Middle School,"DIVAS for Social Justice, Inc.",Macon Library,Brooklyn,361 Lewis Ave,Brooklyn,NY,11233,40.68316,-73.93508,Brooklyn CD 003,Stuyvesant Heights,Council District 036 Brooklyn,295,Brooklyn Neighborhood Development Area 003,BK35,3046408,3016650001,POINT (-73.93508 40.68316),13516,69,2,49,52
06/01/2019,Community Services,Compass,COMPASS Middle School,The Crenulated Company LTD,New Settlement Apartments,Bronx,1512 Townsend Avenue,Bronx,NY,10452,40.84248,-73.91492,NULL,NULL,Council District 14 Bronx,209,NULL,BX63,2092057,2028450007,POINT (-73.91492 40.84248),10930,50,5,29,27
06/01/2019,Community Services,Compass,COMPASS Middle School,The Children's Aid Society,M.S. 324 - Patria Mirabal,Manhattan,21 JUMEL PLACE,MANHATTAN,NY,10032,40.8393,-73.93616,NULL,NULL,Council District 10 Manhattan,249,NULL,MN36,1076741,1021120058,POINT (-73.93616 40.8393),13090,47,4,39,21
06/01/2019,Community Services,CSBG,High School,The Child Center of NY Inc,August Martin High School,Queens,156-10 Baisley Blvd,Jamaica,NY,11434,40.67563,-73.78334,Queens CD 012,Springfield Gardens North,Council District 028 Queens,294,NDA Not-defined,QN02,4265978,4122610001,POINT (-73.78334 40.67563),24669,41,3,46,71
06/01/2019,Afterschool Programs,Cornerstone,Cornerstone,"CAMBA, Inc.",Cypress Hills - CAMBA,Brooklyn,475 Fountain Ave.,Brooklyn,NY,11208,40.66829,-73.87301,NULL,NULL,Council District 42 Brooklyn,1210,NULL,BK82,3337041,3042920061,POINT (-73.87301 40.66829),17215,45,2,25,47
06/01/2019,Community Services,CSBG,High School,"Phipps Neighborhoods, Inc.",Adlai Stevenson High School Campus -Millennium Art Academy,Bronx,1980 LAFAYETTE AVENUE,BRONX,NY,10473,40.82229,-73.85617,Bronx CD 009,Soundview-Castle Hill-Clason Point-Harding Park,Council District 018 Bronx,16,Bronx Neighborhood Development Area 009,BX09,2022205,2036040039,POINT (-73.85617 40.82229),11611,58,5,31,26
06/01/2019,Community Services,Compass,COMPASS Middle School,Child Development Ctr of the Mosholu Montefiore Comm Center,P.S. 095 Sheila Mencher,Bronx,3961 HILLMAN AVENUE,BRONX,NY,10463,40.8829,-73.89126,NULL,NULL,Council District 11 Bronx,281,NULL,BX28,2015472,2032520182,POINT (-73.89126 40.8829),11272,48,5,40,33
06/01/2019,Community Services,Compass,COMPASS Middle School,Homes for the Homeless Inc,Saratoga Futurelink After School Program,Queens,175-15 Rockaway Blvd,NULL,NY,11434,40.65779,-73.77031,NULL,NULL,Council District 31 Queens,320,NULL,QN03,4286135,4133810001,POINT (-73.77031 40.65779),24669,63,3,47,63
06/01/2019,Community Services,Cornerstone,Cornerstone,Child Development Ctr of the Mosholu Montefiore Comm Center,Pelham Parkway - MMCC,Bronx,785 Pelham Parkway North,Bronx,NY,10467,40.85791,-73.86461,NULL,NULL,Council District 13 Bronx,328,NULL,BX07,2093364,2043490001,POINT (-73.86461 40.85791),11271,59,5,12,32
06/01/2019,Community Services,Discretionary,"Discretionary Over $25,000",Southwest Brooklyn Industrial Development Corp.,Southwest Brooklyn Industrial Development Corp,Brooklyn,402 Van Brunt Street,Brooklyn,NY,11231,40.6765,-74.0142,Brooklyn CD 006,Carroll Gardens-Columbia Street-Red Hook,Council District 038 Brooklyn,53,NDA Not-defined,BK33,3008707,3005860027,POINT (-74.0142 40.6765),13514,14,2,7,48
06/01/2019,Community Services,Compass,COMPASS Middle School,Play Study Win Inc,Queen of All Saints Catholic Academy,Brooklyn,300 Vanderbilt Avenue,Brooklyn,NY,11205,40.68845,-73.96891,302,NULL,35,197,2,BK69,3059154,3021050047,POINT (-73.96891 40.68845),17212,68,2,48,55
06/01/2019,Community Services,Discretionary,"Discretionary Over $25,000","The Central Family Life Center, Inc.","The Central FamilyLife Center, Inc.",Staten Island,55 Wright Street,NULL,NY,10304,,,NULL,NULL,NULL,,NULL,NULL,,,,,,,,
06/01/2019,Community Services,CSBG,Opportunity Youth Support,"Queens Community House, Inc.",Queens Community House Youth Center,Queens,70-34 Austin Street,Forest Hills,NY,11375,40.72029,-73.84587,Queens CD 006,Forest Hills,Council District 029 Queens,711,NDA Not-defined,QN17,4077473,4032340185,POINT (-73.84587 40.72029),14786,40,3,28,70
06/01/2019,Community Services,Compass,COMPASS Middle School,"The Educational Alliance, Inc.",P.S. 140 Nathan Straus,Manhattan,123 Ridge St,Manahattan,NY,10002,40.71925,-73.98306,Manhattan CD 003,Lower East Side,Council District 001 Manhattan,2201,Manhattan Neighborhood Development Area 003,MN28,1004091,1003440001,POINT (-73.98306 40.71925),11723,70,4,32,4
06/01/2019,Community Services,Compass,COMPASS Middle School,Bergen Basin Community Development Corporation,J.H.S. 078 Roy H. Mann,Brooklyn,1420 EAST 68 STREET,BROOKLYN,NY,11234,40.62122,-73.91287,NULL,NULL,Council District 46 Brooklyn,69602,NULL,BK45,3236496,3083880002,POINT (-73.91287 40.62122),13825,5,2,8,38
06/01/2019,Community Services,CSBG,High School,Ecumenical Community Development Organization,Harlem Needle Arts,Manhattan,439 West 125th Street,New York,NY,10027,40.81241,-73.95541,Manhattan CD 009,Morningside Heights,Council District 007 Manhattan,20901,Manhattan Neighborhood Development Area 009,MN09,1087339,1019660049,POINT (-73.95541 40.81241),12424,37,4,23,17
06/01/2019,Community Services,CSBG,High School,Chinese-American Planning Council Inc,New Utrecht High School,Brooklyn,1601 80th Street,Brooklyn,NY,11214,40.61326,-74.0034,Brooklyn CD 011,Bensonhurst West,Council District 043 Brooklyn,182,Brooklyn Neighborhood Development Area 011,BK28,3162711,3062710001,POINT (-74.0034 40.61326),17616,1,2,44,37
06/01/2019,Community Services,Discretionary,"Discretionary Over $25,000",Capitol District Management Association Inc.,"Capitol District Management Association, Inc",Bronx,900 Grand Concourse,Bx,NY,10451,40.82741,-73.92228,Bronx CD 004,East Concourse-Concourse Village,Council District 016 Bronx,18301,Bronx Neighborhood Development Area 004,BX14,2002802,2024600001,POINT (-73.92228 40.82741),10929,50,5,42,27
06/01/2019,Community Services,Cornerstone,Cornerstone,Flatbush Development Corporation,Glenwood - Flatbush Development,Brooklyn,5816 Farragut Road,Brooklyn,NY,11234,40.63675,-73.92057,NULL,NULL,Council District 45 Brooklyn,94402,NULL,BK58,3331003,3079780001,POINT (-73.92057 40.63675),13825,5,2,26,38
06/01/2019,Community Services,Compass,COMPASS Middle School,"Sports and Arts In Schools Foundation, Inc.",School of the Future Brooklyn,Brooklyn,574 DUMONT AVENUE,BROOKLYN,NY,11207,40.6658,-73.89772,NULL,NULL,Council District 42 Brooklyn,1130,NULL,BK85,3084617,3038020015,POINT (-73.89772 40.6658),17214,45,2,25,47
06/01/2019,Community Services,CSBG,NDA Healthy Families,"Catholic Charities Community Services, Archdiocese of NY",Kennedy Center,Manhattan,34 West 134th Street,New York,NY,10037,40.8127,-73.93964,Manhattan CD 010,Central Harlem North-Polo Grounds,Council District 009 Manhattan,212,Manhattan Neighborhood Development Area 010,MN03,1083985,1017300016,POINT (-73.93964 40.8127),13095,18,4,36,20
06/01/2019,Community Services,Compass,COMPASS Middle School,"Learning Through An Expanded Arts Program, Inc.",M.S. 51 William Alexander,Brooklyn,350 5 AVENUE,BROOKLYN,NY,11215,40.67157,-73.98459,NULL,NULL,NULL,,NULL,NULL,3021057,3009810111,POINT (-73.98459 40.67157),17617,14,2,27,50
06/01/2019,Community Services,Compass,COMPASS Elementary,"Catholic Charities Community Services, Archdiocese of NY",NYCHA Rangel Houses,Manhattan,159-36 Harlem River Drive,New York,NY,10039,40.83336,-73.93546,NULL,NULL,Council District 09 Manhattan,24302,NULL,MN03,1084184,1021060320,POINT (-73.93546 40.83336),13097,18,4,36,20
06/01/2019,Community Services,Compass,COMPASS Elementary,Union Settlement Association Inc,P.S. 138,Manhattan,144-176 EAST 128 STREET,MANHATTAN,NY,10035,40.80595,-73.93518,NULL,NULL,Council District 09 Manhattan,242,NULL,MN34,1054502,1017760020,POINT (-73.93518 40.80595),13093,7,4,36,16
06/01/2019,Community Services,Compass,COMPASS Elementary,Coalition for Hispanic Family Services,P.S. 377 Alejandrina B. De Gautier,Brooklyn,200 WOODBINE STREET,BROOKLYN,NY,11221,40.69402,-73.91526,NULL,NULL,Council District 37 Brooklyn,415,NULL,BK78,3076784,3033600001,POINT (-73.91526 40.69402),18181,42,2,37,53
06/01/2019,Community Services,Compass,COMPASS Middle School,"East Side House, Inc.",Accion Academy,Queens,10-45 NAMEOKE STREET,QUEENS,NY,11691,40.60362,-73.7491,NULL,NULL,Council District 31 Queens,103202,NULL,QN15,4298234,4155570025,POINT (-73.7491 40.60362),20529,51,3,47,59
06/01/2019,Educational Services,Compass,COMPASS Elementary,"Aspira of New York, Inc.",P.S./M.S. 031 The William Lloyd Garrison,Bronx,250 EAST 156 STREET,BRONX,NY,10451,40.82316,-73.92163,NULL,NULL,Council District 17 Bronx,61,NULL,BX14,2002458,2024430190,POINT (-73.92163 40.82316),10929,50,5,43,27
06/01/2019,Afterschool Programs,Cornerstone,Cornerstone,University Settlement Society of New York,Ingersoll - Univeristy Settlement,Brooklyn,177 Myrtle St.,Brooklyn,NY,11201,40.69383,-73.98217,NULL,NULL,NULL,,NULL,NULL,,,POINT (-73.98217 40.69383),16865,68,2,48,55
06/01/2019,Community Services,Compass,COMPASS Elementary,The Children's Aid Society,Fairmont Neighborhood School,Bronx,1550 VYSE AVENUE,BRONX,NY,10460,40.83416,-73.88751,NULL,NULL,Council District 17 Bronx,157,NULL,BX75,2010786,2029960010,POINT (-73.88751 40.83416),11269,34,5,43,25
06/01/2019,Community Services,Compass,COMPASS Explore,"Rocking the Boat, Inc.","Rocking the Boat, Inc.",Bronx,812 Edgewater Road,Bronx,NY,10474,40.81792,-73.88352,NULL,NULL,Council District 17 Bronx,11502,NULL,BX27,2006493,2027620314,POINT (-73.88352 40.81792),12343,8,5,43,24
06/01/2019,Community Services,CSBG,Seniors,Conscientious Musical Revues,Mt Carmel,Bronx,2405 Southern Boulevard,Bronx,NY,10458,40.85377,-73.88156,Bronx CD 006,Belmont,Council District 015 Bronx,393,Bronx Neighborhood Development Area 006,BX06,2013061,2031150005,POINT (-73.88156 40.85377),10936,35,5,22,31
06/01/2019,Community Services,CSBG,High School,Research Foundation of CUNY,Midwood High School,Brooklyn,2839 Bedford Avenue,Brooklyn,NY,11210,40.63329,-73.95288,Brooklyn CD 014,Flatbush,Council District 045 Brooklyn,772,Brooklyn Neighborhood Development Area 014,BK42,3205788,3075530041,POINT (-73.95288 40.63329),17217,60,2,26,43
06/01/2019,Community Services,Compass,COMPASS Middle School,The Children's Aid Society,The Dunlevy Milbank Center,Manhattan,14-32 West 118th Street,New York,NY,10026,40.80228,-73.94626,NULL,NULL,Council District 09 Manhattan,190,NULL,MN11,1051435,1016010018,POINT (-73.94626 40.80228),12423,18,4,36,18
06/01/2019,Community Services,CSBG,Seniors,The Campaign Against Hunger Inc,Bed Stuy Campaign Against Hunger,Brooklyn,2010 Fulton Street,brooklyn,NY,11233,40.67864,-73.91768,Brooklyn CD 003,Ocean Hill,Council District 041 Brooklyn,301,Brooklyn Neighborhood Development Area 016,BK79,3042111,3015490016,POINT (-73.91768 40.67864),13516,69,2,17,52
06/01/2019,Community Services,Compass,COMPASS Middle School,"Sports and Arts In Schools Foundation, Inc.",M.S. 301 Paul L. Dunbar,Bronx,890 Cauldwell Avenue,Bronx,NY,10456,40.82254,-73.90681,NULL,NULL,NULL,,NULL,NULL,2004496,2026310048,POINT (-73.90681 40.82254),10934,34,5,42,25
06/01/2019,Community Services,CSBG,Seniors,"Neighborhood Self-Help by Older Persons Projects, Inc.",Concourse Gardens Senior Housing,Brooklyn,767 Hicks Street,Brooklyn,NY,11231,40.6768,-74.0047,NULL,NULL,Council District 38 Brooklyn,59,NULL,BK33,3393808,3005350001,POINT (-74.0047 40.6768),13514,14,2,7,48
06/01/2019,Afterschool Programs,CSBG,High School,"East Side House, Inc.",High School for Excellence and Innovation,Manhattan,650 Academy Street,New York,NY,10034,40.86605,-73.92483,Manhattan CD 012,Marble Hill-Inwood,Council District 010 Manhattan,291,Manhattan Neighborhood Development Area 012,MN01,1076776,1022330020,POINT (-73.92483 40.86605),13098,47,4,39,22
06/01/2019,Community Services,Compass,COMPASS Middle School,Child Development Ctr of the Mosholu Montefiore Comm Center,Bronx Community Charter School,Bronx,3170 WEBSTER AVENUE,BRONX,NY,10467,40.87245,-73.87545,NULL,NULL,Council District 11 Bronx,425,NULL,BX43,2124445,2033570037,POINT (-73.87545 40.87245),11605,24,5,40,34
06/01/2019,Community Services,Discretionary,"Discretionary Under $25,000","Arverne Church of God, Inc.","Arverne Church of God,Inc.",Queens,1332 Central Avenue,Far Rockaway,NY,11691,40.60697,-73.75016,414,Far Rockaway-Bayswater,31,103202,14,QN15,4297944,4155350062,POINT (-73.75016 40.60697),20529,51,3,47,59
06/01/2019,Community Services,Cornerstone,Cornerstone,Brooklyn Bureau of Community Service,Seth Low - BBCS,Brooklyn,137 Belmont Avenue,Brooklyn,NY,11212,40.6692,-73.90517,NULL,NULL,Council District 41 Brooklyn,908,NULL,BK81,3327015,3037270001,POINT (-73.90517 40.669200000000004),17614,55,2,17,46
06/01/2019,Community Services,Compass,COMPASS Middle School,Madison Square Boys & Girls Club,Thomas S. Murphy Clubhouse,Brooklyn,2245 Bedford Avenue,Brooklyn,NY,11226,40.64912,-73.95576,NULL,NULL,Council District 40 Brooklyn,794,NULL,BK95,3117297,3051070008,POINT (-73.95576 40.64912),13510,61,2,11,40
06/01/2019,Community Services,Discretionary,"Discretionary Under $25,000","Amity Little League, Inc.",Baseball Fields,Brooklyn,2213 Brigham Street,Brooklyn,NY,11229,40.59879,-73.93457,315,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,46,570,0,BK17,,,POINT (-73.93457 40.59879),13512,32,2,8,36
06/01/2019,Community Services,Compass,COMPASS Middle School,Bergen Basin Community Development Corporation,J.H.S. 014 Shell Bank,Brooklyn,2424 BATCHELDER STREET,BROOKLYN,NY,11235,40.59352,-73.93767,NULL,NULL,Council District 48 Brooklyn,596,NULL,BK17,3203617,3074240001,POINT (-73.93767000000001 40.59352),13826,32,2,15,36
06/01/2019,Community Services,Compass,COMPASS Middle School,"Community Mediation Services, Inc.",M.S. 053 Brian Piccolo,Queens,10-45 NAMEOKE STREET,QUEENS,NY,11691,40.60362,-73.7491,NULL,NULL,Council District 31 Queens,103202,NULL,QN15,4298234,4155570025,POINT (-73.7491 40.60362),20529,51,3,47,59
06/01/2019,Community Services,Compass,COMPASS Elementary,The Salvation Army,Harlem Temple Community Center,Manhattan,540 Lenox Ave.,New York,NY,10037,40.8156,-73.93975,NULL,NULL,Council District 09 Manhattan,212,NULL,MN03,1053901,1017350001,POINT (-73.93975 40.8156),13095,18,4,36,20
06/01/2019,Community Services,Compass,COMPASS Middle School,Community Counseling and Mediation Service Inc CCMS,I.S. 528 Bea Fuller Rodgers School,Manhattan,180 WADSWORTH AVENUE,NEW YORK,NY,10033,40.85051,-73.93449,Manhattan CD 012,Washington Heights North,Council District 010 Manhattan,271,Manhattan Neighborhood Development Area 012,MN35,1063928,1021640032,POINT (-73.93449 40.85051000000001),13091,47,4,39,22
06/01/2019,Community Services,CSBG,Fatherhood Prior Involvement,"The Fortune Society, Inc.",The Fortune Society Inc.,Queens,29-76 Northern Boulevard,Long Island City,NY,11101,40.75043,-73.93532,Queens CD 001,Hunters Point-Sunnyside-West Maspeth,Council District 026 Queens,171,NDA Not-defined,QN31,4003410,4002390049,POINT (-73.93532 40.75043000000001),16858,39,3,33,72
06/01/2019,Community Services,Compass,COMPASS Elementary,"New York Junior Tennis League, Inc",P.S. 215 Morris H. Weiss,Brooklyn,415 AVENUE S,BROOKLYN,NY,11223,40.60208,-73.97001,NULL,NULL,Council District 47 Brooklyn,41401,NULL,BK25,3178584,3066810169,POINT (-73.97001 40.60208),18183,32,2,45,36
06/01/2019,Community Services,CSBG,Seniors,Conscientious Musical Revues,East Harlem Neighborhood Senior Center,Manhattan,150 East 121 Street,New York,NY,10035,40.8017,-73.93904,Manhattan CD 011,East Harlem North,Council District 008 Manhattan,196,Manhattan Neighborhood Development Area 011,MN34,1054378,1017690021,POINT (-73.93904 40.8017),13093,7,4,35,16
06/01/2019,Community Services,CSBG,Housing,"BronxWorks, Inc.","BronxWorks, Inc.",Bronx,991 Longwood Avenue,Bronx,NY,10459,40.81718,-73.89767,NULL,NULL,Council District 17 Bronx,87,NULL,BX33,2100984,2027090001,POINT (-73.89767 40.81718),10937,8,5,43,24
06/01/2019,Community Services,CSBG,Seniors,"Riverstone Senior Life Services, Inc.",Riverstone Senior Life Services,Manhattan,99 Fort Washington Ave,New York,NY,10032,40.83851,-73.94374,Manhattan CD 012,Washington Heights South,Council District 007 Manhattan,247,Manhattan Neighborhood Development Area 012,MN36,1063346,1021360235,POINT (-73.94374 40.83851000000001),13090,47,4,23,21
06/01/2019,Community Services,Compass,COMPASS Middle School,"BronxWorks, Inc.",Mott Haven Academy Charter School,Bronx,170 Brown Place,Bronx,NY,10454,40.80632,-73.92088,201,NULL,8,25,1,BX39,2000023,2022630001,POINT (-73.92088 40.80632000000001),10932,49,5,35,23
06/01/2019,Community Services,Cornerstone,Cornerstone,"BronxWorks, Inc.",Betances - Bronx Works,Bronx,465 St. Ann's Ave.,Bronx,NY,10455,40.81249,-73.91436,NULL,NULL,Council District 08 Bronx,43,NULL,BX39,2093910,2022720119,POINT (-73.91436 40.81249),10933,49,5,35,23
06/01/2019,Community Services,CSBG,NDA Healthy Families,"BronxWorks, Inc.",BronxWorks,Bronx,2070 Grand Concourse,Bronx,NY,10457,40.85322,-73.90295,Bronx CD 005,Mount Hope,Council District 015 Bronx,23502,Bronx Neighborhood Development Area 005,BX41,2013631,2031560009,POINT (-73.90295 40.85322),10935,6,5,22,29
06/01/2019,Community Services,CSBG,Housing,"Cypress Hills Local Development Corporation, Inc.",CHLDC Community Organizing office,Brooklyn,2966 Fulton Street,Brooklyn,NY,11208,40.67975,-73.88525,Brooklyn CD 005,East New York,Council District 037 Brooklyn,1170,Brooklyn Neighborhood Development Area 005,BK82,3087997,3039540019,POINT (-73.88525 40.67975),17215,45,2,37,47
06/01/2019,Community Services,Cornerstone,Cornerstone,YMCA of Greater New York - Virtual Y,Two Bridges - YMCA,Manhattan,286 South St.,Manhattan,NY,10002,40.71048,-73.98657,Richmond CD 001,NULL,Council District 01 Manhattan,201,NULL,MN28,1003142,1002450001,POINT (-73.98657 40.71048),11723,70,4,32,4
06/01/2019,Community Services,CSBG,Housing,Asian Americans for Equality Inc,AAFE FLUSHING,Queens,133-04 39th Avenue,Flushing,NY,11354,40.75909,-73.83419,NULL,NULL,Council District 20 Queens,871,NULL,QN22,4000000,4049730006,POINT (-73.83419 40.75909),13832,22,3,3,67
06/01/2019,Community Services,CSBG,NDA Healthy Families,Women's Housing and Economic Development Corporation (WHEDCO,WHEDco Urban Horizons,Bronx,50 East 168th Street,Bronx,NY,10452,40.83672,-73.91929,Bronx CD 004,West Concourse,Council District 016 Bronx,197,Bronx Neighborhood Development Area 004,BX63,2101464,2024800001,POINT (-73.91929 40.83672),10930,50,5,42,27
06/01/2019,Community Services,Compass,COMPASS Middle School,"Manhattan Youth Recreation and Resources, Inc.",The Clinton School,Manhattan,10 East 15th Street,Manhattan,NY,10003,40.73652,-73.99273,Richmond CD 003,NULL,Council District 02 Manhattan,52,NULL,MN13,1089902,1008420034,POINT (-73.99273 40.73652),11724,11,4,50,7
06/01/2019,Community Services,Discretionary,"Discretionary Over $25,000",Goddard Riverside Community Center,Goddard Riverside,Manhattan,61 West 87th Street,New York,NY,10024,40.78709,-73.97114,Manhattan CD 007,Upper West Side,Council District 006 Manhattan,,NDA Not-defined,NULL,1031445,1012010004,POINT (-73.97114 40.78709),12421,20,4,19,15
06/01/2019,Community Services,Cornerstone,Cornerstone,Henry Street Settlement,Riis - Henry Street Settlement,Manhattan,80 Avenue D,Manhattan,NY,10009,40.72256,-73.97683,Richmond CD 001,NULL,Council District 02 Manhattan,24,NULL,MN28,1077552,1003620001,POINT (-73.97683 40.72256),11729,70,4,50,5
